Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
3800 BLOCK OF N HAIGHT AVE,25-64412,Property,Boise,3/5/2025,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.550477772,-122.670062483,7646254,694257,3/12/2025,1
3800 BLOCK OF N HAIGHT AVE,25-87814,Property,Boise,4/5/2025,1500,Larceny Offenses,Theft From Motor Vehicle,45.550477772,-122.670062483,7646254,694257,4/6/2025,1
3800 BLOCK OF N HAIGHT AVE,25-87814,Property,Boise,4/5/2025,1500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.550477772,-122.670062483,7646254,694257,4/6/2025,1
3800 BLOCK OF N KISKA ST,25-23708,Person,Portsmouth,1/27/2025,1319,Assault Offenses,Aggravated Assault,45.588806130,-122.705987011,7637436,708476,1/27/2025,1
3800 BLOCK OF N MICHIGAN AVE,25-901130,Property,Boise,1/12/2025,1715,Larceny Offenses,All Other Larceny,45.550552641,-122.676551587,7644593,694329,1/13/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-48576,Property,Boise,2/24/2025,0249,Larceny Offenses,All Other Larceny,45.550531754,-122.675480809,7644867,694314,2/24/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-92026,Property,Boise,4/5/2025,1530,Larceny Offenses,Theft From Motor Vehicle,45.550532132,-122.675605785,7644835,694315,4/10/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-99475,Person,Boise,4/18/2025,0013,Assault Offenses,Aggravated Assault,45.550532132,-122.675605785,7644835,694315,4/18/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-110805,Property,Boise,4/29/2025,1201,Larceny Offenses,Shoplifting,45.550531754,-122.675480809,7644867,694314,4/29/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-128806,Property,Boise,5/17/2025,0856,Robbery,Robbery,45.550532132,-122.675605785,7644835,694315,5/17/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900259,Property,Boise,1/2/2025,2000,Larceny Offenses,Theft From Building,45.550531754,-122.675480809,7644867,694314,1/3/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900268,Property,Boise,12/23/2024,1700,Larceny Offenses,All Other Larceny,45.550531754,-122.675480809,7644867,694314,1/3/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900280,Property,Boise,12/31/2024,1230,Larceny Offenses,Theft From Building,45.550531754,-122.675480809,7644867,694314,1/3/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900349,Property,Boise,1/2/2025,1015,Larceny Offenses,All Other Larceny,45.550531754,-122.675480809,7644867,694314,1/4/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900388,Property,Boise,1/1/2025,2015,Larceny Offenses,All Other Larceny,45.550531754,-122.675480809,7644867,694314,1/4/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-900389,Property,Boise,1/2/2025,2015,Larceny Offenses,Theft From Building,45.550531754,-122.675480809,7644867,694314,1/4/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-907057,Property,Boise,3/25/2025,1840,Larceny Offenses,Shoplifting,45.550531754,-122.675480809,7644867,694314,3/26/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-908036,Property,Boise,4/4/2025,1233,Larceny Offenses,All Other Larceny,45.550532132,-122.675605785,7644835,694315,4/4/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-908836,Property,Boise,4/7/2025,0405,Larceny Offenses,Theft From Building,45.550531754,-122.675480809,7644867,694314,4/16/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-909696,Property,Boise,4/11/2025,1630,Larceny Offenses,Shoplifting,45.550531754,-122.675480809,7644867,694314,4/25/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-910163,Property,Boise,5/1/2025,0320,Larceny Offenses,Theft From Motor Vehicle,45.550531754,-122.675480809,7644867,694314,5/1/2025,1
3800 BLOCK OF N MISSISSIPPI AVE,25-910658,Property,Boise,3/23/2025,1230,Larceny Offenses,Shoplifting,45.550531754,-122.675480809,7644867,694314,5/7/2025,1
3800 BLOCK OF N WILLAMETTE BLVD,25-25308,Property,Arbor Lodge,1/29/2025,0415,Motor Vehicle Theft,Motor Vehicle Theft,45.574598510,-122.706325216,7637208,703300,1/29/2025,1
3800 BLOCK OF N WILLIAMS AVE,25-93623,Property,Boise,4/12/2025,0715,Burglary,Burglary,45.550481636,-122.666657461,7647126,694235,4/12/2025,1
3800 BLOCK OF N WILLIAMS AVE,25-122499,Property,Boise,5/10/2025,2038,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.550481636,-122.666657461,7647126,694235,5/10/2025,1
3800 BLOCK OF N WILLIAMS AVE,25-905717,Property,Boise,2/27/2025,2100,Fraud Offenses,Credit Card/ATM Fraud,45.550481636,-122.666657461,7647126,694235,3/10/2025,1
3800 BLOCK OF N WILLIAMS AVE,25-909079,Property,Boise,4/15/2025,1820,Larceny Offenses,All Other Larceny,45.550481636,-122.666657461,7647126,694235,4/19/2025,1
3800 BLOCK OF NE 9TH AVE,25-901540,Property,King,1/17/2025,1442,Larceny Offenses,All Other Larceny,45.550467542,-122.656609356,7649699,694161,1/18/2025,1
3800 BLOCK OF NE 29TH AVE,25-81232,Property,Alameda,3/30/2025,1229,Counterfeiting/Forgery,Counterfeiting/Forgery,45.550693842,-122.635964429,7654988,694103,3/30/2025,1
3800 BLOCK OF NE 29TH AVE,25-81232,Property,Alameda,3/30/2025,1229,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.550693842,-122.635964429,7654988,694103,3/30/2025,1
3800 BLOCK OF NE 70TH AVE,25-905244,Property,Roseway,3/5/2025,0700,Larceny Offenses,All Other Larceny,45.550716758,-122.591292588,7666428,693812,3/5/2025,1
3800 BLOCK OF NE 71ST AVE,25-906770,Property,Roseway,3/18/2025,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.550716018,-122.590277280,7666688,693805,3/22/2025,1
3800 BLOCK OF NE 82ND AVE,25-39624,Property,Madison South,2/14/2025,0730,Larceny Offenses,Theft From Building,45.550594904,-122.578647897,7669665,693684,2/14/2025,1
3800 BLOCK OF NE 82ND AVE,25-50520,Property,Madison South,2/26/2025,0055,Larceny Offenses,All Other Larceny,45.550594904,-122.578647897,7669665,693684,2/26/2025,1
3800 BLOCK OF NE 82ND AVE,25-55469,Person,Roseway,3/2/2025,2308,Assault Offenses,Aggravated Assault,45.550595387,-122.578772872,7669633,693685,3/2/2025,1
3800 BLOCK OF NE 82ND AVE,25-104353,Property,Madison South,4/22/2025,2137,Robbery,Robbery,45.550594904,-122.578647897,7669665,693684,4/22/2025,1
3800 BLOCK OF NE 82ND AVE,25-104894,Property,Madison South,4/22/2025,2000,Robbery,Robbery,45.550594904,-122.578647897,7669665,693684,4/23/2025,1
3800 BLOCK OF NE 113TH AVE,25-3423,Property,Parkrose,1/3/2025,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.550868402,-122.546274554,7677958,693572,1/4/2025,1
3800 BLOCK OF NE 156TH AVE,25-53751,Property,Wilkes,2/28/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.550714358,-122.502359008,7689203,693234,3/1/2025,1
3800 BLOCK OF NE BROADWAY,25-13580,Property,Hollywood,1/16/2025,1156,Counterfeiting/Forgery,Counterfeiting/Forgery,45.535203993,-122.623494174,7658033,688373,1/16/2025,1
3800 BLOCK OF NE BROADWAY,25-26250,Property,Hollywood,12/21/2024,1000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.535203993,-122.623494174,7658033,688373,1/30/2025,1
3800 BLOCK OF NE COUCH ST,25-903985,Property,Laurelhurst,2/16/2025,0210,Vandalism,Vandalism,45.524303924,-122.623476818,7657933,684400,2/17/2025,1
3800 BLOCK OF NE GARFIELD AVE,25-129802,Property,King,5/18/2025,1049,Larceny Offenses,All Other Larceny,45.550487526,-122.662701915,7648139,694210,5/18/2025,1
3800 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-5132,Property,King,1/6/2025,2102,Robbery,Robbery,45.550485702,-122.661631875,7648413,694202,1/6/2025,1
3800 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-41616,Property,King,2/16/2025,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.550485702,-122.661631875,7648413,694202,2/16/2025,1
3800 BLOCK OF NE SANDY BLVD,25-40405,Property,Hollywood,2/15/2025,0230,Burglary,Burglary,45.534591584,-122.623674266,7657981,688151,2/15/2025,1
3800 BLOCK OF S BARBUR BLVD,25-100787,Property,South Portland,4/19/2025,0135,Larceny Offenses,Theft From Motor Vehicle,45.495362518,-122.677628124,7643775,674221,4/19/2025,1
3800 BLOCK OF S BOND AVE,25-10819,Property,South Portland,12/16/2024,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.495350960,-122.670847345,7645513,674170,1/13/2025,1
3800 BLOCK OF S BOND AVE,25-95658,Property,South Portland,4/9/2025,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.495354085,-122.670972303,7645481,674172,4/14/2025,1
3800 BLOCK OF S BOND AVE,25-112870,Property,South Portland,4/27/2025,0000,Larceny Offenses,Theft From Motor Vehicle,45.495354085,-122.670972303,7645481,674172,5/1/2025,1
3800 BLOCK OF S BOND AVE,25-120564,Property,South Portland,5/8/2025,1530,Motor Vehicle Theft,Motor Vehicle Theft,45.495350960,-122.670847345,7645513,674170,5/8/2025,1
3800 BLOCK OF S BOND AVE,25-137033,Property,South Portland,5/24/2025,1600,Larceny Offenses,Theft From Motor Vehicle,45.495350960,-122.670847345,7645513,674170,5/25/2025,1
3800 BLOCK OF S BOND AVE,25-137033,Property,South Portland,5/24/2025,1600,Vandalism,Vandalism,45.495350960,-122.670847345,7645513,674170,5/25/2025,1
3800 BLOCK OF S BOND AVE,25-137075,Property,South Portland,5/24/2025,2000,Larceny Offenses,Theft From Motor Vehicle,45.495350960,-122.670847345,7645513,674170,5/25/2025,1
3800 BLOCK OF S BOND AVE,25-137075,Property,South Portland,5/24/2025,2000,Vandalism,Vandalism,45.495350960,-122.670847345,7645513,674170,5/25/2025,1
3800 BLOCK OF S BOND AVE,25-902982,Property,South Portland,2/3/2025,1415,Larceny Offenses,Theft From Building,45.495354085,-122.670972303,7645481,674172,2/3/2025,1
3800 BLOCK OF S BOND AVE,25-903898,Property,South Portland,2/10/2025,1655,Burglary,Burglary,45.495354085,-122.670972303,7645481,674172,2/16/2025,1
3800 BLOCK OF S BOND AVE,25-907484,Property,South Portland,3/29/2025,0900,Larceny Offenses,Theft From Building,45.495354085,-122.670972303,7645481,674172,3/31/2025,1
3800 BLOCK OF S BOND AVE,25-911839,Property,South Portland,5/22/2025,0730,Larceny Offenses,Theft From Motor Vehicle,45.495354085,-122.670972303,7645481,674172,5/22/2025,1
3800 BLOCK OF S BOND AVE,25-911949,Property,South Portland,5/22/2025,2115,Larceny Offenses,Theft From Motor Vehicle,45.495354085,-122.670972303,7645481,674172,5/23/2025,1
3800 BLOCK OF S BOND AVE,25-913033,Property,South Portland,5/19/2025,2130,Vandalism,Vandalism,45.495354085,-122.670972303,7645481,674172,5/20/2025,1
3800 BLOCK OF S MOODY AVE,25-37928,Property,South Portland,2/12/2025,0545,Vandalism,Vandalism,45.495370637,-122.671983354,7645222,674185,2/12/2025,1
3800 BLOCK OF S MOODY AVE,25-125787,Property,South Portland,5/14/2025,0300,Larceny Offenses,Theft From Motor Vehicle,45.495370637,-122.671983354,7645222,674185,5/14/2025,1
3800 BLOCK OF S MOODY AVE,25-902083,Property,South Portland,1/23/2025,2100,Larceny Offenses,Theft From Building,45.495370637,-122.671983354,7645222,674185,1/24/2025,1
3800 BLOCK OF S MOODY AVE,25-903609,Property,South Portland,2/10/2025,1027,Larceny Offenses,All Other Larceny,45.495370637,-122.671983354,7645222,674185,2/12/2025,1
3800 BLOCK OF S MOODY AVE,25-903699,Property,South Portland,2/12/2025,1720,Larceny Offenses,Theft From Motor Vehicle,45.495370637,-122.671983354,7645222,674185,2/12/2025,1
3800 BLOCK OF S MOODY AVE,25-904587,Property,South Portland,2/1/2025,1730,Larceny Offenses,Theft From Building,45.495370637,-122.671983354,7645222,674185,2/24/2025,1
3800 BLOCK OF S MOODY AVE,25-906230,Property,South Portland,3/15/2025,2325,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.495370637,-122.671983354,7645222,674185,3/16/2025,1
3800 BLOCK OF S MOODY AVE,25-908056,Property,South Portland,4/4/2025,1200,Larceny Offenses,Theft From Building,45.495370637,-122.671983354,7645222,674185,4/4/2025,1
3800 BLOCK OF S MOODY AVE,25-911199,Property,South Portland,5/14/2025,0300,Vandalism,Vandalism,45.495370637,-122.671983354,7645222,674185,5/14/2025,1
3800 BLOCK OF S RIVER PKWY,25-25398,Property,South Portland,1/28/2025,1500,Burglary,Burglary,45.495325788,-122.669711127,7645804,674153,1/29/2025,1
3800 BLOCK OF S RIVER PKWY,25-25398,Property,South Portland,1/28/2025,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.495325788,-122.669711127,7645804,674153,1/29/2025,1
3800 BLOCK OF S RIVER PKWY,25-25436,Property,South Portland,1/28/2025,1503,Larceny Offenses,Theft From Motor Vehicle,45.495325788,-122.669711127,7645804,674153,1/29/2025,1
3800 BLOCK OF S RIVER PKWY,25-40598,Property,South Portland,2/15/2025,1537,Vandalism,Vandalism,45.495325788,-122.669711127,7645804,674153,2/15/2025,1
3800 BLOCK OF S RIVER PKWY,25-109872,Property,South Portland,12/16/2024,0000,Burglary,Burglary,45.495325788,-122.669711127,7645804,674153,4/28/2025,1
3800 BLOCK OF S RIVER PKWY,25-900079,Property,South Portland,6/20/2024,0715,Larceny Offenses,Theft From Building,45.495325788,-122.669711127,7645804,674153,1/2/2025,1
3800 BLOCK OF SE 8TH AVE,25-902915,Property,Brooklyn,11/1/2024,1500,Larceny Offenses,Theft From Motor Vehicle,45.494818578,-122.657457658,7648940,673884,2/3/2025,1
3800 BLOCK OF SE 10TH AVE,25-900613,Property,Brooklyn,1/6/2025,2235,Larceny Offenses,Theft From Motor Vehicle,45.494743133,-122.655484704,7649445,673843,1/7/2025,1
3800 BLOCK OF SE 13TH AVE,25-904827,Property,Brooklyn,2/26/2025,1900,Larceny Offenses,Theft From Motor Vehicle,45.495044064,-122.652312759,7650261,673931,2/26/2025,1
3800 BLOCK OF SE 22ND AVE,25-911738,Property,Brooklyn,1/27/2025,0000,Larceny Offenses,Shoplifting,45.495231863,-122.643444674,7652536,673939,5/21/2025,1
3800 BLOCK OF SE 27TH AVE,25-905099,Property,Creston-Kenilworth,3/3/2025,0035,Larceny Offenses,Theft From Motor Vehicle,45.495100988,-122.638543769,7653791,673858,3/3/2025,1
3800 BLOCK OF SE 30TH AVE,25-79087,Property,Creston-Kenilworth,3/27/2025,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.495098701,-122.634537188,7654818,673830,3/28/2025,1
3800 BLOCK OF SE 52ND AVE,25-2707,Person,Creston-Kenilworth,1/4/2025,0109,Assault Offenses,Simple Assault,45.495020230,-122.609083208,7661342,673630,1/4/2025,1
3800 BLOCK OF SE 52ND AVE,25-901053,Property,Creston-Kenilworth,1/12/2025,0245,Vandalism,Vandalism,45.495019779,-122.608958355,7661374,673629,1/12/2025,1
3800 BLOCK OF SE 54TH AVE,25-54755,Property,Foster-Powell,3/2/2025,0327,Burglary,Burglary,45.495105790,-122.607112414,7661848,673648,3/2/2025,1
3800 BLOCK OF SE 56TH AVE,25-78154,Property,Foster-Powell,3/27/2025,0436,Arson,Arson,45.495131121,-122.605431967,7662279,673646,3/27/2025,1
3800 BLOCK OF SE 65TH AVE,25-24561,Property,Foster-Powell,1/27/2025,2000,Larceny Offenses,All Other Larceny,45.494813267,-122.596260408,7664627,673469,1/28/2025,1
3800 BLOCK OF SE 65TH AVE,25-119786,Person,Foster-Powell,5/8/2025,0716,Assault Offenses,Simple Assault,45.494813267,-122.596260408,7664627,673469,5/8/2025,1
3800 BLOCK OF SE 65TH AVE,25-909503,Property,Foster-Powell,4/23/2025,1010,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.494813732,-122.596385260,7664595,673470,4/23/2025,1
3800 BLOCK OF SE 65TH AVE,25-911045,Property,Foster-Powell,5/12/2025,0600,Larceny Offenses,All Other Larceny,45.494813267,-122.596260408,7664627,673469,5/12/2025,1
3800 BLOCK OF SE 80TH AVE,25-42948,Property,Foster-Powell,2/18/2025,1002,Burglary,Burglary,45.494473362,-122.581006424,7668534,673244,2/18/2025,1
3800 BLOCK OF SE 82ND AVE,25-35341,Property,Foster-Powell,2/9/2025,0905,Motor Vehicle Theft,Motor Vehicle Theft,45.494466289,-122.578821578,7669094,673227,2/9/2025,1
3800 BLOCK OF SE 82ND AVE,25-41245,Property,Lents,2/15/2025,1700,Burglary,Burglary,45.494465805,-122.578696727,7669126,673226,2/16/2025,1
3800 BLOCK OF SE 122ND AVE,25-20090,Property,Powellhurst-Gilbert,1/21/2025,0000,Fraud Offenses,Hacking/Computer Invasion,45.494145864,-122.537607494,7679656,672841,1/23/2025,1
3800 BLOCK OF SE 136TH AVE,25-910561,Property,Powellhurst-Gilbert,5/2/2025,1930,Larceny Offenses,All Other Larceny,45.494450826,-122.523617791,7683245,672862,5/6/2025,1
3800 BLOCK OF SE 166TH CT,25-903690,Property,Centennial,2/12/2025,1420,Fraud Offenses,Identity Theft,45.494797842,-122.491681102,7691435,672785,2/12/2025,1
3800 BLOCK OF SE BELMONT ST,25-101058,Person,Sunnyside,4/19/2025,1527,Assault Offenses,Simple Assault,45.516395848,-122.623676725,7657806,681519,4/19/2025,2
3800 BLOCK OF SE BELMONT ST,25-906478,Property,Sunnyside,3/15/2025,1713,Vandalism,Vandalism,45.516395848,-122.623676725,7657806,681519,3/18/2025,1
3800 BLOCK OF SE BROOKLYN ST,25-910076,Property,Richmond,4/27/2025,1200,Fraud Offenses,Identity Theft,45.501262034,-122.623227940,7657776,676000,4/30/2025,1
3800 BLOCK OF SE BYBEE BLVD,25-129711,Property,Eastmoreland,5/18/2025,0751,Burglary,Burglary,45.472396568,-122.623054188,7657544,665478,5/18/2025,1
3800 BLOCK OF SE CLINTON ST,25-81192,Property,Richmond,3/29/2025,1600,Larceny Offenses,Theft From Motor Vehicle,45.503403770,-122.623432858,7657744,676782,3/30/2025,1
3800 BLOCK OF SE CRYSTAL SPRINGS BLVD,25-906841,Property,Eastmoreland,3/24/2025,1000,Fraud Offenses,Identity Theft,45.465059311,-122.622943877,7657502,662803,3/24/2025,1
3800 BLOCK OF SE DIVISION ST,25-14751,Person,Richmond,1/17/2025,1451,Assault Offenses,Simple Assault,45.504833440,-122.623271708,7657799,677302,1/17/2025,1
3800 BLOCK OF SE DIVISION ST,25-40284,Property,Richmond,2/15/2025,0427,Burglary,Burglary,45.504833440,-122.623271708,7657799,677302,2/15/2025,1
3800 BLOCK OF SE DIVISION ST,25-911196,Property,Richmond,5/10/2025,1215,Larceny Offenses,Theft From Building,45.504745633,-122.623272328,7657798,677270,5/12/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-4903,Property,Sunnyside,1/6/2025,1727,Vandalism,Vandalism,45.512094800,-122.624218301,7657626,679955,1/6/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-7679,Property,Richmond,1/9/2025,1810,Robbery,Robbery,45.512006993,-122.624218919,7657625,679923,1/9/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-8170,Property,Sunnyside,12/28/2024,1013,Motor Vehicle Theft,Motor Vehicle Theft,45.512094800,-122.624218301,7657626,679955,1/10/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-16393,Property,Sunnyside,1/19/2025,1104,Vandalism,Vandalism,45.512094800,-122.624218301,7657626,679955,1/19/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-81266,Property,Sunnyside,3/30/2025,1200,Larceny Offenses,All Other Larceny,45.512094800,-122.624218301,7657626,679955,3/30/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-105803,Property,Sunnyside,3/26/2025,1135,Larceny Offenses,Theft From Building,45.512094800,-122.624218301,7657626,679955,4/24/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-121051,Property,Sunnyside,5/9/2025,1140,Vandalism,Vandalism,45.512094800,-122.624218301,7657626,679955,5/9/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-137485,Property,Sunnyside,5/25/2025,2012,Larceny Offenses,Theft From Building,45.512094800,-122.624218301,7657626,679955,5/25/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-904132,Property,Richmond,2/19/2025,0400,Larceny Offenses,Theft From Building,45.512003156,-122.623387584,7657838,679916,2/19/2025,1
3800 BLOCK OF SE HAWTHORNE BLVD,25-909504,Property,Sunnyside,4/13/2025,1210,Larceny Offenses,All Other Larceny,45.512094800,-122.624218301,7657626,679955,4/23/2025,1
3800 BLOCK OF SE MAIN ST,25-57125,Property,Sunnyside,3/4/2025,2054,Burglary,Burglary,45.513635286,-122.623702269,7657773,680513,3/4/2025,1
3800 BLOCK OF SE POWELL BLVD,25-2684,Property,Creston-Kenilworth,1/4/2025,0033,Vandalism,Vandalism,45.497234196,-122.623237341,7657735,674532,1/4/2025,1
3800 BLOCK OF SE RAYMOND ST,25-120919,Property,Reed,5/9/2025,0901,Motor Vehicle Theft,Motor Vehicle Theft,45.486637046,-122.623153359,7657655,670669,5/9/2025,1
3800 BLOCK OF SE TAYLOR ST,25-905271,Property,Sunnyside,3/2/2025,2300,Larceny Offenses,Theft From Motor Vehicle,45.515061997,-122.623700990,7657787,681033,3/4/2025,1
3800 BLOCK OF SE YAMHILL ST,25-909763,Property,Sunnyside,3/5/2025,1200,Fraud Offenses,Identity Theft,45.515685379,-122.623669668,7657801,681260,4/26/2025,1
3800 BLOCK OF SW CANBY ST,25-12353,Property,Multnomah,1/15/2025,0254,Arson,Arson,45.469025710,-122.717188879,7633371,664898,1/15/2025,1
3800 BLOCK OF SW HILLSIDE DR,25-76995,Property,Bridlemile,3/25/2025,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.499498887,-122.716556345,7633838,676000,3/26/2025,1
3800 BLOCK OF SW MARIGOLD ST,25-70672,Property,Multnomah,2/27/2025,1631,Fraud Offenses,Identity Theft,45.460195351,-122.716528624,7633452,661675,3/19/2025,1
3900 BLOCK OF E BURNSIDE ST,25-904170,Property,Laurelhurst,2/17/2025,2300,Larceny Offenses,Theft From Motor Vehicle,45.523528492,-122.622233953,7658244,684109,2/19/2025,1
3900 BLOCK OF N GANTENBEIN AVE,25-53852,Property,Boise,3/1/2025,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.551418118,-122.669083122,7646514,694593,3/1/2025,1
3900 BLOCK OF N INTERSTATE AVE,25-88896,Person,Overlook,4/7/2025,1354,Assault Offenses,Simple Assault,45.551499788,-122.681152969,7643424,694706,4/7/2025,1
3900 BLOCK OF N KISKA ST,25-900955,Property,Portsmouth,1/7/2025,1030,Fraud Offenses,Credit Card/ATM Fraud,45.589209640,-122.707550167,7637040,708634,1/11/2025,1
3900 BLOCK OF N MICHIGAN AVE,25-86615,Person,Boise,4/5/2025,0052,Assault Offenses,Intimidation,45.551477769,-122.676669077,7644572,694667,4/5/2025,1
3900 BLOCK OF N MISSISSIPPI AVE,25-42721,Property,Boise,2/18/2025,0217,Vandalism,Vandalism,45.551473333,-122.675598912,7644846,694658,2/18/2025,1
3900 BLOCK OF N MISSISSIPPI AVE,25-49054,Property,Boise,2/24/2025,1507,Counterfeiting/Forgery,Counterfeiting/Forgery,45.551472955,-122.675473935,7644878,694657,2/24/2025,1
3900 BLOCK OF N MISSOURI AVE,25-53819,Property,Boise,3/1/2025,0731,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.551482121,-122.677743143,7644297,694676,3/1/2025,1
3900 BLOCK OF N MONTANA AVE,25-911833,Property,Overlook,5/20/2025,1900,Larceny Offenses,Theft From Motor Vehicle,45.551484937,-122.679766090,7643779,694691,5/22/2025,1
3900 BLOCK OF N OVERLOOK BLVD,25-902639,Property,Overlook,1/27/2025,0435,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.551867947,-122.686470281,7642066,694877,1/31/2025,1
3900 BLOCK OF N VANCOUVER AVE,25-3867,Person,Boise,1/5/2025,1057,Assault Offenses,Simple Assault,45.551418193,-122.667915507,7646813,694585,1/5/2025,1
3900 BLOCK OF N VANCOUVER AVE,25-903150,Property,Boise,1/9/2025,1035,Larceny Offenses,All Other Larceny,45.551418193,-122.667915507,7646813,694585,2/6/2025,1
3900 BLOCK OF N VANCOUVER AVE,25-903400,Property,Boise,2/7/2025,1830,Larceny Offenses,All Other Larceny,45.551418193,-122.667915507,7646813,694585,2/9/2025,1
3900 BLOCK OF N VANCOUVER AVE,25-903964,Property,Boise,2/1/2025,1250,Larceny Offenses,All Other Larceny,45.551418193,-122.667915507,7646813,694585,2/17/2025,1
3900 BLOCK OF N VANCOUVER AVE,25-909929,Property,Boise,4/24/2025,1800,Burglary,Burglary,45.551418193,-122.667915507,7646813,694585,4/28/2025,1
3900 BLOCK OF N WILLIAMS AVE,25-16377,Person,Boise,1/19/2025,1032,Assault Offenses,Simple Assault,45.551425284,-122.666666154,7647133,694579,1/19/2025,1
3900 BLOCK OF N WILLIAMS AVE,25-16377,Property,Boise,1/19/2025,1032,Larceny Offenses,All Other Larceny,45.551425284,-122.666666154,7647133,694579,1/19/2025,1
3900 BLOCK OF N WILLIAMS AVE,25-50583,Property,Boise,2/26/2025,0415,Burglary,Burglary,45.551425672,-122.666791131,7647101,694580,2/26/2025,1
3900 BLOCK OF N WILLIAMS AVE,25-50583,Property,Boise,2/26/2025,0415,Vandalism,Vandalism,45.551425672,-122.666791131,7647101,694580,2/26/2025,1
3900 BLOCK OF N WILLIAMS AVE,25-117112,Property,Boise,5/5/2025,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.551425672,-122.666791131,7647101,694580,5/5/2025,1
3900 BLOCK OF N WILLIS BLVD,25-912126,Property,Kenton,5/25/2025,1215,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.584062415,-122.707271671,7637060,706756,5/25/2025,1
3900 BLOCK OF NE 6TH AVE,25-12441,Property,King,1/14/2025,1500,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.551433781,-122.659652974,7648929,694534,1/15/2025,1
3900 BLOCK OF NE 9TH AVE,25-95694,Person,King,4/14/2025,0700,Assault Offenses,Simple Assault,45.551422524,-122.656598787,7649711,694509,4/14/2025,1
3900 BLOCK OF NE 12TH AVE,25-910325,Property,Sabin,5/2/2025,1000,Vandalism,Vandalism,45.551414257,-122.653673585,7650460,694486,5/3/2025,1
3900 BLOCK OF NE 14TH AVE,25-142602,Property,Sabin,5/29/2025,0930,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.551324601,-122.651721564,7650959,694440,5/30/2025,1
3900 BLOCK OF NE 29TH AVE,25-901381,Property,Alameda,1/16/2025,0000,Larceny Offenses,Theft From Motor Vehicle,45.551489091,-122.635838160,7655028,694392,1/16/2025,1
3900 BLOCK OF NE 67TH AVE,25-905812,Property,Roseway,3/4/2025,1155,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.551413151,-122.594332894,7665656,694086,3/11/2025,1
3900 BLOCK OF NE 70TH AVE,25-138090,Property,Roseway,5/26/2025,1150,Fraud Offenses,Wire Fraud,45.551413726,-122.591287033,7666436,694066,5/26/2025,1
